name,address,website,emails,rating,source
Certified Electric LLC,"372 S Eagle Rd suite#285, Eagle, ID 83616, USA",,,5.0,Google
American Pro Electric,"7606 W Settlers Ave, Boise, ID 83704, USA",,,4.2,Google
